"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2022-03-30","'3140HRAE3'","CMBS","FNMA MORTPASS 3.5% 09/28",,,,,,"113105000",,,,,,
"2022-03-30","'3137FJEH8'","CMBS","FREDDIE MAC 3.9% 08/28",,,,,,"92606992",,,,,,
"2022-03-30","'38380PZ23'","CMBS","GOVERNMENT 2.25% 04/62",,,,,,"81636235.84",,,,,,
"2022-03-30","'3137FJKE8'","CMBS","FREDDIE MAC 3.92% 09/28",,,,,,"80792000",,,,,,
"2022-03-30","'3138LNSQ5'","CMBS","FNMA MORTPASS 3.52% 07/28",,,,,,"78681000",,,,,,
"2022-03-30","'3137FCJK1'","CMBS","FREDDIE MAC 3.303% 11/27",,,,,,"78531000",,,,,,
"2022-03-30","'3140HVX25'","CMBS","FNMA MORTPASS 2.39% 11/29",,,,,,"77358000",,,,,,
"2022-03-30","'3140HUAS5'","CMBS","FNMA MORTPASS 3.32% 07/31",,,,,,"75000000",,,,,,
"2022-03-30","'3138LNQ87'","CMBS","FNMA MORTPASS 3.53% 06/28",,,,,,"70848000",,,,,,
"2022-03-30","'3137FGR31'","CMBS","FREDDIE MAC 3.854% 06/28",,,,,,"70173122",,,,,,
"2022-03-30","'38378KVF3'","CMBS","GOVERNMENT 2.45% 02/49",,,,,,"68819253.02",,,,,,
"2022-03-30","'3137FG6X8'","CMBS","FREDDIE MAC 3.85% 05/28",,,,,,"64316000",,,,,,
"2022-03-30","'3140HR3A9'","CMBS","FNMA MORTPASS 3.75% 02/29",,,,,,"60236000",,,,,,
"2022-03-30","'3140HXEV8'","CMBS","FNMA MORTPASS 2.68% 01/35",,,,,,"58023000",,,,,,
"2022-03-30","'3137FJZ93'","CMBS","FREDDIE MAC 3.78% 10/28",,,,,,"57089391",,,,,,
"2022-03-30","'3140HSWT4'","CMBS","FNMA MORTPASS 3.74% 02/29",,,,,,"55120000",,,,,,
"2022-03-30","'3138L0N80'","CMBS","FNMA MORTPASS 2.87% 09/27",,,,,,"54722000",,,,,,
"2022-03-30","'3140HSEX5'","CMBS","FNMA MORTPASS 4% 12/33",,,,,,"52446000",,,,,,
"2022-03-30","'38378KTH2'","CMBS","GOVERNMENT 2% 06/45",,,,,,"50747158.54",,,,,,
"2022-03-30","'3140HTXQ7'","CMBS","FNMA 3.392% 06/34",,,,,,"50176000",,,,,,
"2022-03-30","'3140HSPK1'","CMBS","FNMA MORTPASS 3.97% 01/34",,,,,,"50143000",,,,,,
"2022-03-30","'3138LJ7F1'","CMBS","FNMA MORTPASS 3.26% 09/32",,,,,,"49410000",,,,,,
"2022-03-30","'3138LMWB5'","CMBS","FNMA MORTPASS 3.4% 04/28",,,,,,"48000000",,,,,,
"2022-03-30","'3140J0LZ1'","CMBS","FNMA MORTPASS 1.74% 07/35",,,,,,"47500000",,,,,,
"2022-03-30","'3140HTE39'","CMBS","FNMA MORTPASS 3.59% 03/31",,,,,,"47000000",,,,,,
"2022-03-30","'3137FK4M5'","CMBS","FREDDIE MAC 4.06% 10/28",,,,,,"46919000",,,,,,
"2022-03-30","'3140HUMJ2'","CMBS","FNMA MORTPASS 3.37% 06/39",,,,,,"45433000",,,,,,
"2022-03-30","'3140HTW39'","CMBS","FNMA MORTPASS 3.24% 05/29",,,,,,"45290000",,,,,,
"2022-03-30","'38380JPR3'","CMBS","GOVERNMENT 2.55% 11/59",,,,,,"45234098.08",,,,,,
"2022-03-30","'3137F4X72'","CMBS","FREDDIE MAC 3.65% 02/28",,,,,,"44400000",,,,,,
"2022-03-30","'3140HSA92'","CMBS","FNMA MORTPASS 3.95% 12/30",,,,,,"43212000",,,,,,
"2022-03-30","'3137F4D41'","CMBS","FREDDIE MAC 3.6% 01/28",,,,,,"42615000",,,,,,
"2022-03-30","'3140HTSY6'","CMBS","FNMA MORTPASS 3.26% 05/34",,,,,,"42000000",,,,,,
"2022-03-30","'3138LNHY0'","CMBS","FNMA MORTPASS 3.49% 05/39",,,,,,"41180926.96",,,,,,
"2022-03-30","'3140HVWM2'","CMBS","FNMA 2.455% 10/34",,,,,,"41093000",,,,,,
"2022-03-30","'3140HTN39'","CMBS","FNMA MORTPASS 3.17% 06/29",,,,,,"40140000",,,,,,
"2022-03-30","'3140HSTS0'","CMBS","FNMA MORTPASS 3.74% 02/29",,,,,,"39054000",,,,,,
"2022-03-30","'3140HSX30'","CMBS","FNMA MORTPASS 3.19% 02/29",,,,,,"38750000",,,,,,
"2022-03-30","'3140J0TV2'","CMBS","FNMA MORTPASS 1.47% 08/32",,,,,,"37019000",,,,,,
"2022-03-30","'3140HVUK8'","CMBS","FNMA MORTPASS 2.46% 10/34",,,,,,"36750000",,,,,,
"2022-03-30","'3137FLN91'","CMBS","FREDDIE MAC 3.505% 03/29",,,,,,"36462000",,,,,,
"2022-03-30","'3137FLMV3'","CMBS","FREDDIE MAC 3.422% 02/29",,,,,,"36233677",,,,,,
"2022-03-30","'3140HRW58'","CMBS","FNMA MORTPASS 3.77% 02/29",,,,,,"36016562.56",,,,,,
"2022-03-30","'3140HSWH0'","CMBS","FNMA 3.765% 03/34",,,,,,"35000000",,,,,,
"2022-03-30","'3138LJLV0'","CMBS","FNMA 2.885% 06/27",,,,,,"34000000",,,,,,
"2022-03-30","'3140HT7A1'","CMBS","FNMA MORTPASS 3.38% 07/34",,,,,,"33865000",,,,,,
"2022-03-30","'3140HRAX1'","CMBS","FNMA MORTPASS 3.54% 09/28",,,,,,"33528000",,,,,,
"2022-03-30","'3140HTTM1'","CMBS","FNMA MORTPASS 3.37% 05/31",,,,,,"33375000",,,,,,
"2022-03-30","'3140HSNT4'","CMBS","FNMA MORTPASS 3.69% 01/29",,,,,,"32980000",,,,,,
"2022-03-30","'3140HYRH3'","CMBS","FNMA MORTPASS 1.82% 05/35",,,,,,"32950000",,,,,,
"2022-03-30","'3137FJXV6'","CMBS","FREDDIE MAC 4.05% 09/28",,,,,,"32924000",,,,,,
"2022-03-30","'3138LMDQ3'","CMBS","FNMA MORTPASS 3.23% 01/33",,,,,,"32900000",,,,,,
"2022-03-30","'3140HXZS2'","CMBS","FNMA MORTPASS 2.26% 05/40",,,,,,"32363991.98",,,,,,
"2022-03-30","'3140HSJJ1'","CMBS","FNMA MORTPASS 3.85% 01/31",,,,,,"32000000",,,,,,
"2022-03-30","'3140HT6Y0'","CMBS","FNMA MORTPASS 3.16% 06/29",,,,,,"31440000",,,,,,
"2022-03-30","'31377UX32'","CMBS","FNMA MORTPASS 3.62% 08/30",,,,,,"31115000",,,,,,
"2022-03-30","'3140HS6T3'","CMBS","FNMA MORTPASS 3.4% 04/31",,,,,,"30551000",,,,,,
"2022-03-30","'3138LNWS6'","CMBS","FNMA MORTPASS 3.57% 07/28",,,,,,"30276609.43",,,,,,
"2022-03-30","'3140HUCS3'","CMBS","FNMA MORTPASS 2.98% 06/29",,,,,,"30265000",,,,,,
"2022-03-30","'313637XE5'","CMBS","FNMA MORTPASS 3.51% 09/28",,,,,,"30000000",,,,,,
"2022-03-30","'3140HTMB2'","CMBS","FNMA MORTPASS 3.59% 05/34",,,,,,"29275000",,,,,,
"2022-03-30","'3140HR4Y6'","CMBS","FNMA MORTPASS 3.61% 12/25",,,,,,"29247000",,,,,,
"2022-03-30","'38380N3K3'","CMBS","GOVERNMENT 2.3% 11/61",,,,,,"29043923.64",,,,,,
"2022-03-30","'38380NZH5'","CMBS","GOVERNMENT 2.5% 09/61",,,,,,"29010641.96",,,,,,
"2022-03-30","'3140HRGH0'","CMBS","FNMA MORTPASS 3.59% 10/28",,,,,,"28900000",,,,,,
"2022-03-30","'3140LAAV7'","CMBS","FNMA MORTPASS 1.6% 02/36",,,,,,"28462569.93",,,,,,
"2022-03-30","'3140HSFM8'","CMBS","FNMA MORTPASS 4.03% 01/34",,,,,,"28361000",,,,,,
"2022-03-30","'3138LNUU3'","CMBS","FNMA 3.675% 07/30",,,,,,"28355000",,,,,,
"2022-03-30","'3140HSW31'","CMBS","FNMA MORTPASS 3.33% 02/26",,,,,,"28100000",,,,,,
"2022-03-30","'3140HYHC5'","CMBS","FNMA MORTPASS 2.72% 05/30",,,,,,"28000000",,,,,,
"2022-03-30","'3137FKSH0'","CMBS","FREDDIE MAC 3.859% 11/28",,,,,,"27750000",,,,,,
"2022-03-30","'3140HTNE5'","CMBS","FNMA MORTPASS 3.23% 04/31",,,,,,"27200000",,,,,,
"2022-03-30","'3138LKHL4'","CMBS","FNMA MORTPASS 2.95% 07/27",,,,,,"26795000",,,,,,
"2022-03-30","'3140HT5Y1'","CMBS","FNMA MORTPASS 3.43% 09/34",,,,,,"26700000",,,,,,
"2022-03-30","'3140HR5P4'","CMBS","FNMA 3.965% 01/31",,,,,,"26641000",,,,,,
"2022-03-30","'3138LNY21'","CMBS","FNMA MORTPASS 3.57% 07/28",,,,,,"26625000",,,,,,
"2022-03-30","'3140HUA30'","CMBS","FNMA MORTPASS 2.78% 08/29",,,,,,"26200000",,,,,,
"2022-03-30","'3140HTTS8'","CMBS","FNMA MORTPASS 3.45% 05/34",,,,,,"26127000",,,,,,
"2022-03-30","'3137BQYS0'","CMBS","FREDDIE MAC 2.525% 05/26",,,,,,"25900000",,,,,,
"2022-03-30","'3137FETN0'","CMBS","FREDDIE MAC 3.35% 01/28",,,,,,"25798000",,,,,,
"2022-03-30","'3138LMYG2'","CMBS","FNMA MORTPASS 3.61% 05/33",,,,,,"25720000",,,,,,
"2022-03-30","'3140HW7H9'","CMBS","FNMA MORTPASS 2.53% 03/35",,,,,,"25600000",,,,,,
"2022-03-30","'3138LMXL2'","CMBS","FNMA MORTPASS 3.56% 04/33",,,,,,"25441000",,,,,,
"2022-03-30","'3140HTAS8'","CMBS","FNMA MORTPASS 3.61% 04/34",,,,,,"25317000",,,,,,
"2022-03-30","'3140HTND7'","CMBS","FNMA MORTPASS 3.37% 05/31",,,,,,"25125000",,,,,,
"2022-03-30","'3140HUMQ6'","CMBS","FNMA 3.225% 07/31",,,,,,"25010000",,,,,,
"2022-03-30","'3140HSQL8'","CMBS","FNMA MORTPASS 3.79% 01/29",,,,,,"25002082.86",,,,,,
"2022-03-30","'3137FNX54'","CMBS","FREDDIE MAC 2.508% 07/29",,,,,,"25000000",,,,,,
"2022-03-30","'3140HTW62'","CMBS","FNMA MORTPASS 3.41% 06/34",,,,,,"25000000",,,,,,
"2022-03-30","'3138LGSG2'","CMBS","FNMA 3.235% 02/32",,,,,,"24895380.84",,,,,,
"2022-03-30","'3140HT7K9'","CMBS","FNMA MORTPASS 3.23% 08/34",,,,,,"24525000",,,,,,
"2022-03-30","'3137FL6P4'","CMBS","FREDDIE MAC 3.563% 01/29",,,,,,"24250000",,,,,,
"2022-03-30","'3140HTEW5'","CMBS","FNMA MORTPASS 3.44% 03/29",,,,,,"24000000",,,,,,
"2022-03-30","'3140HW4W9'","CMBS","FNMA MORTPASS 2.35% 01/30",,,,,,"24000000",,,,,,
"2022-03-30","'3140HUAK2'","CMBS","FNMA MORTPASS 3.38% 07/34",,,,,,"23985000",,,,,,
"2022-03-30","'3140HT7M5'","CMBS","FNMA MORTPASS 3.3% 07/34",,,,,,"23850000",,,,,,
"2022-03-30","'3140HTJ91'","CMBS","FNMA MORTPASS 3.4% 04/31",,,,,,"23708000",,,,,,
"2022-03-30","'3140HYMC9'","CMBS","FNMA MORTPASS 1.82% 05/30",,,,,,"23650000",,,,,,
"2022-03-30","'3140HTGS2'","CMBS","FNMA 3.475% 04/29",,,,,,"23529000",,,,,,
"2022-03-30","'3140HYRG5'","CMBS","FNMA MORTPASS 1.86% 05/35",,,,,,"23282000",,,,,,
"2022-03-30","'3140HXMR8'","CMBS","FNMA MORTPASS 2.68% 02/35",,,,,,"23230000",,,,,,
"2022-03-30","'3137FGZS7'","CMBS","FREDDIE MAC 3.729% 02/28",,,,,,"23007716.44",,,,,,
"2022-03-30","'3140HRCL5'","CMBS","FNMA MORTPASS 3.76% 09/30",,,,,,"22885000",,,,,,
"2022-03-30","'31377U2R3'","CMBS","FNMA MORTPASS 3.58% 08/30",,,,,,"22850000",,,,,,
"2022-03-30","'3140HXNZ9'","CMBS","FNMA MORTPASS 2.59% 03/32",,,,,,"22708200",,,,,,
"2022-03-30","'3138LLET8'","CMBS","FNMA MORTPASS 3.21% 11/37",,,,,,"22663717.34",,,,,,
"2022-03-30","'3138LM5H2'","CMBS","FNMA MORTPASS 3.6% 04/33",,,,,,"22600000",,,,,,
"2022-03-30","'3138LN6N6'","CMBS","FNMA MORTPASS 3.8% 07/30",,,,,,"22575000",,,,,,
"2022-03-30","'3140HTFX2'","CMBS","FNMA MORTPASS 3.59% 05/34",,,,,,"22550000",,,,,,
"2022-03-30","'3140HWVE9'","CMBS","FNMA MORTPASS 2.42% 01/30",,,,,,"22450000",,,,,,
"2022-03-30","'3138LLS30'","CMBS","FNMA MORTPASS 3.03% 12/27",,,,,,"22294738.31",,,,,,
"2022-03-30","'3140HVWD2'","CMBS","FNMA MORTPASS 2.7% 10/39",,,,,,"22183792.7",,,,,,
"2022-03-30","'3138LNVE8'","CMBS","FNMA 3.715% 07/33",,,,,,"21804000",,,,,,
"2022-03-30","'3140HVBD5'","CMBS","FNMA MORTPASS 3.01% 08/34",,,,,,"21770823",,,,,,
"2022-03-30","'3140HRXW8'","CMBS","FNMA MORTPASS 3.92% 11/30",,,,,,"21582530.42",,,,,,
"2022-03-30","'3138LNZ95'","CMBS","FNMA MORTPASS 3.61% 07/28",,,,,,"21100000",,,,,,
"2022-03-30","'38379RX24'","CMBS","GOVERNMENT 2.5% 05/59",,,,,,"21095002.9",,,,,,
"2022-03-30","'3138LMYC1'","CMBS","FNMA MORTPASS 3.47% 04/33",,,,,,"21070000",,,,,,
"2022-03-30","'3140HUKN5'","CMBS","FNMA MORTPASS 3.11% 07/34",,,,,,"20910000",,,,,,
"2022-03-30","'3140HUJ72'","CMBS","FNMA MORTPASS 3.3% 08/34",,,,,,"20795000",,,,,,
"2022-03-30","'3138LMVB6'","CMBS","FNMA MORTPASS 3.56% 04/30",,,,,,"20129879.78",,,,,,
"2022-03-30","'3140HYQ43'","CMBS","FNMA MORTPASS 2.03% 05/35",,,,,,"20039214.26",,,,,,
"2022-03-30","'3138LGX92'","CMBS","FNMA MORTPASS 3.32% 01/29",,,,,,"20025500",,,,,,
"2022-03-30","'3140HTFA2'","CMBS","FNMA MORTPASS 3.63% 04/34",,,,,,"20020000",,,,,,
"2022-03-30","'3137FTZQ3'","CMBS","FREDDIE MAC 1.477% 04/30",,,,,,"20000000",,,,,,
"2022-03-30","'3140HSZ61'","CMBS","FNMA MORTPASS 3.5% 04/29",,,,,,"20000000",,,,,,
"2022-03-30","'3140HST50'","CMBS","FNMA MORTPASS 3.69% 02/29",,,,,,"19995000",,,,,,
"2022-03-30","'38380PCT9'","CMBS","GOVERNMENT 1.75% 08/61",,,,,,"19894797.98",,,,,,
"2022-03-30","'3138LJ2A7'","CMBS","FNMA MORTPASS 3.13% 07/32",,,,,,"19875000",,,,,,
"2022-03-30","'38382AR56'","CMBS","GOVERNMENT 2.5% 06/61",,,,,,"19810832.15",,,,,,
"2022-03-30","'3138LMC84'","CMBS","FNMA MORTPASS 3.22% 01/30",,,,,,"19735412.06",,,,,,
"2022-03-30","'3140HVD43'","CMBS","FNMA MORTPASS 2.92% 08/34",,,,,,"19700000",,,,,,
"2022-03-30","'3138L73V6'","CMBS","FNMA MORTPASS 3.57% 11/34",,,,,,"19672175.44",,,,,,
"2022-03-30","'38378KAZ2'","CMBS","GOVERNMENT 2.58334% 03/54",,,,,,"19470141.91",,,,,,
"2022-03-30","'3140HURJ7'","CMBS","FNMA MORTPASS 3.24% 07/34",,,,,,"19427000",,,,,,
"2022-03-30","'3137FNAE0'","CMBS","FREDDIE MAC 2.785% 06/29",,,,,,"19335000",,,,,,
"2022-03-30","'3138LH2M5'","CMBS","FNMA MORTPASS 3.34% 04/29",,,,,,"19281939.18",,,,,,
"2022-03-30","'3138LNRP8'","CMBS","FNMA MORTPASS 3.75% 06/30",,,,,,"18952000",,,,,,
"2022-03-30","'3137FGZT5'","CMBS","FREDDIE MAC 3.926% 06/28",,,,,,"18705000",,,,,,
"2022-03-30","'3140HTVT3'","CMBS","FNMA MORTPASS 3.36% 06/31",,,,,,"18550000",,,,,,
"2022-03-30","'38380NVT3'","CMBS","GOVERNMENT 2.6% 08/60",,,,,,"18443884.75",,,,,,
"2022-03-30","'38382EJU2'","CMBS","GOVERNMENT 2.5% 05/61",,,,,,"18097947.55",,,,,,
"2022-03-30","'3140HSWX5'","CMBS","FNMA MORTPASS 3.41% 03/29",,,,,,"18043361.4",,,,,,
"2022-03-30","'3140HS5Z0'","CMBS","FNMA MORTPASS 3.47% 03/31",,,,,,"17950000",,,,,,
"2022-03-30","'3140HWFD9'","CMBS","FNMA MORTPASS 2.65% 10/34",,,,,,"17745000",,,,,,
"2022-03-30","'3140HSGA3'","CMBS","FNMA MORTPASS 3.86% 12/30",,,,,,"17660000",,,,,,
"2022-03-30","'3140HYH35'","CMBS","FNMA MORTPASS 2.52% 05/35",,,,,,"17625000",,,,,,
"2022-03-30","'3140HR6M0'","CMBS","FNMA MORTPASS 4.15% 12/33",,,,,,"17500000",,,,,,
"2022-03-30","'3140HVMZ4'","CMBS","FNMA MORTPASS 2.4% 10/31",,,,,,"17410000",,,,,,
"2022-03-30","'3140HXUT5'","CMBS","FNMA MORTPASS 2.55% 03/35",,,,,,"17300000",,,,,,
"2022-03-30","'3140HRNA7'","CMBS","FNMA MORTPASS 3.69% 10/28",,,,,,"17290000",,,,,,
"2022-03-30","'3140LBFM0'","CMBS","FNMA MORTPASS 1.79% 03/36",,,,,,"17265000",,,,,,
"2022-03-30","'3140HTDU0'","CMBS","FNMA MORTPASS 3.33% 03/29",,,,,,"17032672.19",,,,,,
"2022-03-30","'3140HS3W9'","CMBS","FNMA MORTPASS 3.44% 05/29",,,,,,"17032000",,,,,,
"2022-03-30","'3140HSJD4'","CMBS","FNMA MORTPASS 3.7% 01/29",,,,,,"16800000",,,,,,
"2022-03-30","'3140HVKT0'","CMBS","FNMA MORTPASS 2.37% 10/34",,,,,,"16686000",,,,,,
"2022-03-30","'38382AS89'","CMBS","GOVERNMENT 2.6% 09/60",,,,,,"16667334.79",,,,,,
"2022-03-30","'3140HVVD3'","CMBS","FNMA MORTPASS 2.55% 09/34",,,,,,"16575000",,,,,,
"2022-03-30","'3138LJBR0'","CMBS","FNMA MORTPASS 3.25% 05/32",,,,,,"16500000",,,,,,
"2022-03-30","'3140HVNP5'","CMBS","FNMA 2.635% 09/34",,,,,,"16500000",,,,,,
"2022-03-30","'3140HWAN2'","CMBS","FNMA MORTPASS 2.63% 10/34",,,,,,"16341920.3",,,,,,
"2022-03-30","'3138LJYV6'","CMBS","FNMA MORTPASS 3.06% 08/32",,,,,,"16289000",,,,,,
"2022-03-30","'3140HTSK6'","CMBS","FNMA MORTPASS 3.16% 06/29",,,,,,"16075000",,,,,,
"2022-03-30","'3140HTF38'","CMBS","FNMA MORTPASS 3.59% 05/34",,,,,,"16070000",,,,,,
"2022-03-30","'3140HT6Z7'","CMBS","FNMA MORTPASS 3.38% 07/34",,,,,,"15925000",,,,,,
"2022-03-30","'3140HUCM6'","CMBS","FNMA MORTPASS 3.29% 07/34",,,,,,"15795400",,,,,,
"2022-03-30","'3138LGEU6'","CMBS","FNMA MORTPASS 3.09% 12/36",,,,,,"15785000",,,,,,
"2022-03-30","'3140HSW64'","CMBS","FNMA MORTPASS 3.71% 03/31",,,,,,"15763000",,,,,,
"2022-03-30","'3140HTP60'","CMBS","FNMA MORTPASS 3.35% 04/34",,,,,,"15750000",,,,,,
"2022-03-30","'3138LJZL7'","CMBS","FNMA MORTPASS 3.13% 07/32",,,,,,"15715333",,,,,,
"2022-03-30","'3138LLQ81'","CMBS","FNMA MORTPASS 3.08% 02/33",,,,,,"15640000",,,,,,
"2022-03-30","'3140HTFY0'","CMBS","FNMA MORTPASS 3.59% 05/34",,,,,,"15480000",,,,,,
"2022-03-30","'3140HTUP2'","CMBS","FNMA MORTPASS 3.28% 07/34",,,,,,"15480000",,,,,,
"2022-03-30","'3138LLYQ2'","CMBS","FNMA MORTPASS 3.01% 12/27",,,,,,"15453000",,,,,,
"2022-03-30","'3140HS7M7'","CMBS","FNMA 3.655% 03/34",,,,,,"15395358.1",,,,,,
"2022-03-30","'3140HV3J1'","CMBS","FNMA MORTPASS 2.51% 10/34",,,,,,"15375000",,,,,,
"2022-03-30","'31377UYE7'","CMBS","FNMA MORTPASS 3.69% 08/30",,,,,,"15350000",,,,,,
"2022-03-30","'3140HUB88'","CMBS","FNMA MORTPASS 3.27% 07/31",,,,,,"15344000",,,,,,
"2022-03-30","'3140HTBX6'","CMBS","FNMA MORTPASS 3.63% 04/34",,,,,,"15300000",,,,,,
"2022-03-30","'3140HTF20'","CMBS","FNMA MORTPASS 3.59% 05/34",,,,,,"15300000",,,,,,
"2022-03-30","'3140HVWZ3'","CMBS","FNMA MORTPASS 2.5% 09/31",,,,,,"15233851.81",,,,,,
"2022-03-30","'3138LMC76'","CMBS","FNMA MORTPASS 3.17% 01/30",,,,,,"15107868.61",,,,,,
"2022-03-30","'38380NF46'","CMBS","GOVERNMENT 2.75% 11/57",,,,,,"15074257.43",,,,,,
"2022-03-30","'3138LN3V1'","CMBS","FNMA MORTPASS 3.74% 08/33",,,,,,"15065600",,,,,,
"2022-03-30","'3140HX3R9'","CMBS","FNMA MORTPASS 1.68% 05/30",,,,,,"15000000",,,,,,
"2022-03-30","'3140HYCS5'","CMBS","FNMA MORTPASS 1.92% 04/35",,,,,,"15000000",,,,,,
"2022-03-30","'3138LMZK2'","CMBS","FNMA MORTPASS 3.59% 04/30",,,,,,"14830000",,,,,,
"2022-03-30","'3140HXXL9'","CMBS","FNMA MORTPASS 2.38% 03/35",,,,,,"14760000",,,,,,
"2022-03-30","'38378B5S4'","CMBS","GOVERNMENT 1.838% 08/51",,,,,,"14728322.4",,,,,,
"2022-03-30","'3140HRSF1'","CMBS","FNMA MORTPASS 4.04% 12/30",,,,,,"14703000",,,,,,
"2022-03-30","'3138LM6C2'","CMBS","FNMA MORTPASS 3.45% 04/28",,,,,,"14700000",,,,,,
"2022-03-30","'3140HWZR6'","CMBS","FNMA MORTPASS 2.54% 12/31",,,,,,"14663650.29",,,,,,
"2022-03-30","'3140HXSV3'","CMBS","FNMA MORTPASS 2.38% 04/35",,,,,,"14550000",,,,,,
"2022-03-30","'38379RN66'","CMBS","GOVERNMENT 2.6% 01/59",,,,,,"14528943.8",,,,,,
"2022-03-30","'3140HW5R9'","CMBS","FNMA MORTPASS 2.66% 01/35",,,,,,"14500000",,,,,,
"2022-03-30","'3140HUER3'","CMBS","FNMA MORTPASS 3.37% 06/34",,,,,,"14306658.44",,,,,,
"2022-03-30","'3138LN3E9'","CMBS","FNMA 3.675% 07/30",,,,,,"14142385.65",,,,,,
"2022-03-30","'3138LLB79'","CMBS","FNMA MORTPASS 3.07% 11/29",,,,,,"14114000",,,,,,
"2022-03-30","'3138LKMB0'","CMBS","FNMA MORTPASS 3.08% 10/32",,,,,,"14100000",,,,,,
"2022-03-30","'3138LNP96'","CMBS","FNMA MORTPASS 3.78% 07/33",,,,,,"14057000",,,,,,
"2022-03-30","'3140HTF46'","CMBS","FNMA MORTPASS 3.59% 05/34",,,,,,"14057000",,,,,,
"2022-03-30","'3138LMUP6'","CMBS","FNMA MORTPASS 3.44% 03/33",,,,,,"14000000",,,,,,
"2022-03-30","'3140HSCX7'","CMBS","FNMA MORTPASS 3.89% 12/28",,,,,,"13965058.71",,,,,,
"2022-03-30","'3140HSME8'","CMBS","FNMA MORTPASS 3.94% 01/31",,,,,,"13900000",,,,,,
"2022-03-30","'38380JDN5'","CMBS","GOVERNMENT 2.7% 08/58",,,,,,"13772471.68",,,,,,
"2022-03-30","'3140HWY22'","CMBS","FNMA MORTPASS 2.81% 01/40",,,,,,"13723748.83",,,,,,
"2022-03-30","'3138LLAS4'","CMBS","FNMA MORTPASS 2.89% 11/27",,,,,,"13665434.75",,,,,,
"2022-03-30","'3140HTQH5'","CMBS","FNMA MORTPASS 3.33% 05/34",,,,,,"13650000",,,,,,
"2022-03-30","'3138LN5U1'","CMBS","FNMA MORTPASS 3.8% 07/30",,,,,,"13642000",,,,,,
"2022-03-30","'3140HSJ85'","CMBS","FNMA MORTPASS 3.81% 01/31",,,,,,"13591000",,,,,,
"2022-03-30","'3140HSHN4'","CMBS","FNMA MORTPASS 4.01% 01/34",,,,,,"13535060.39",,,,,,
"2022-03-30","'38378B2T5'","CMBS","GOVERNMENT 1.9% 11/52",,,,,,"13525710.07",,,,,,
"2022-03-30","'3140HTYJ2'","CMBS","FNMA MORTPASS 3.38% 06/31",,,,,,"13501000",,,,,,
"2022-03-30","'3137FMTY8'","CMBS","FREDDIE MAC 2.903% 06/29",,,,,,"13500000",,,,,,
"2022-03-30","'3140HRZT3'","CMBS","FNMA MORTPASS 4.08% 01/34",,,,,,"13331000",,,,,,
"2022-03-30","'3140HTLX5'","CMBS","FNMA MORTPASS 3.35% 06/34",,,,,,"13300000",,,,,,
"2022-03-30","'31377UXE8'","CMBS","FNMA MORTPASS 3.7% 08/30",,,,,,"13246000",,,,,,
"2022-03-30","'3140HSTJ0'","CMBS","FNMA MORTPASS 3.9% 01/34",,,,,,"13191437.59",,,,,,
"2022-03-30","'3140HUAW6'","CMBS","FNMA MORTPASS 3.19% 06/31",,,,,,"13184000",,,,,,
"2022-03-30","'38380PGP3'","CMBS","GOVERNMENT 2.25% 11/61",,,,,,"13172239.53",,,,,,
"2022-03-30","'3138LMX57'","CMBS","FNMA MORTPASS 3.38% 04/30",,,,,,"13125000",,,,,,
"2022-03-30","'3138LKL96'","CMBS","FNMA MORTPASS 2.94% 10/32",,,,,,"13124983.99",,,,,,
"2022-03-30","'3140HTPK9'","CMBS","FNMA MORTPASS 3.3% 04/29",,,,,,"13075000",,,,,,
"2022-03-30","'3138LNYC9'","CMBS","FNMA MORTPASS 3.76% 07/33",,,,,,"13065000",,,,,,
"2022-03-30","'38380N8Y8'","CMBS","GOVERNMENT 2.2% 01/62",,,,,,"13056147.98",,,,,,
"2022-03-30","'3140HRTT0'","CMBS","FNMA MORTPASS 3.76% 11/28",,,,,,"12971320.89",,,,,,
"2022-03-30","'3140HVCH5'","CMBS","FNMA 2.585% 08/29",,,,,,"12937500",,,,,,
"2022-03-30","'3140HUCG9'","CMBS","FNMA MORTPASS 3.29% 07/34",,,,,,"12935000",,,,,,
"2022-03-30","'3140HTMC0'","CMBS","FNMA MORTPASS 3.64% 04/34",,,,,,"12912900",,,,,,
"2022-03-30","'3138LNX55'","CMBS","FNMA MORTPASS 3.53% 08/28",,,,,,"12900000",,,,,,
"2022-03-30","'3138LGMK9'","CMBS","FNMA MORTPASS 3.16% 12/31",,,,,,"12844920.05",,,,,,
"2022-03-30","'3138LJNL0'","CMBS","FNMA MORTPASS 3.1% 06/32",,,,,,"12765000",,,,,,
"2022-03-30","'3137FHPJ6'","CMBS","FREDDIE MAC 3.926% 07/28",,,,,,"12764000",,,,,,
"2022-03-30","'3140HWEF5'","CMBS","FNMA MORTPASS 2.38% 10/34",,,,,,"12761326.38",,,,,,
"2022-03-30","'3140HSDA6'","CMBS","FNMA MORTPASS 3.99% 01/29",,,,,,"12750000",,,,,,
"2022-03-30","'31377UYU1'","CMBS","FNMA MORTPASS 3.56% 09/28",,,,,,"12748230.85",,,,,,
